year,light_type,Bracket Length,Pole Height,Pole Type,light_number,Light Source,wattage,Street Name,neighbourhood
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,9.1,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,9.1,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CONOVER STREET,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,DAVITE-CONCRETE,1,LED,68,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,9.1,DAVITE-CONCRETE,1,LED,68,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,BRIDGLEGATE PLACE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,JACK AARON DRIVE,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,BATEMAN DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,GIBBARD AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,MADISON,1,LED,68,CHARING ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CREMONA CRESCENT,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,BATEMAN DRIVE,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CONOVER STREET,Wateridge Village
2018,SL,3,9.1,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,9.1,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,BATEMAN DRIVE,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CHARTWELL AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,DAVITE-CONCRETE,1,LED,68,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,9.1,DAVITE-CONCRETE,1,LED,68,KNOXDALE ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,107,GIBBARD AVENUE,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,BATEMAN DRIVE,East Industrial
2017,SL,2.4,11.2,NEWPORT,1,LED,92,KNOXDALE ROAD,East Industrial
2018,SL,2.4,11.2,NEWPORT,1,LED,68,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,GIBBARD AVENUE,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,ROSELAWN CRESCENT,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,ELVASTON AVENUE,Wateridge Village
2018,SL,2.4,11.2,NEWPORT,1,LED,107,KNOXDALE ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CONOVER STREET,Edwards - Carlsbad Springs
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,LIEBE TERRACE,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,186,WOODROFFE AVENUE,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,186,WOODROFFE AVENUE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,JACK AARON DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,LIEBE TERRACE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,60,LIEBE TERRACE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CHARTWELL AVENUE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,186,WOODROFFE AVENUE,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,186,WOODROFFE AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,135,NAVAHO DRIVE,Wateridge Village
2017,SL,2.4,11.2,JU-ALUM,1,LED,135,NAVAHO DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2019,SL,1.8,0,WOOD,1,LED,80,BYRON AVENUE,Wateridge Village
2019,SL,2.4,10.7,NEWPORT,1,LED,107,TARTON DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Hunt Club Upper- Blossom Park - Timbermill
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CAROLA STREET,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,East Industrial
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CHARING ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Chapel Hill South
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,Chapel Hill South
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,60,PALOMA CIRCLE,Edwards - Carlsbad Springs
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,Edwards - Carlsbad Springs
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CHARTWELL AVENUE,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,East Industrial
2020,SL,1.7,9.8,ALUMINUM,1,LED,75,AURA AVENUE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,PALOMA CIRCLE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,East Industrial
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Chapel Hill South
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,Chapel Hill South
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,107,CRAIG HENRY DRIVE,East Industrial
2020,SL,1.7,9.8,ALUMINUM,1,LED,75,LIEBE TERRACE,Edwards - Carlsbad Springs
2020,SL,1.4,9.8,MADISON,1,LED,40,CLEMNCY CRESCENT,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,East Industrial
2019,SL,2.4,10.7,NEWPORT,1,LED,107,TARTON DRIVE,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,LIEBE TERRACE,East Industrial
2018,SL,2.4,9.1,HAMPTON,1,LED,68,CHARING ROAD,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,Edwards - Carlsbad Springs
2018,SL,3,7.6,DAVITE-CONCRETE,1,LED,68,CRAIG HENRY DRIVE,East Industrial
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Wateridge Village
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,East Industrial
2020,SL,1.4,9.8,MADISON,1,LED,40,AURA AVENUE,Wateridge Village
2018,SL,2.4,9.1,HAMPTON,1,LED,68,JACK AARON DRIVE,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,LILITH STREET,East Industrial
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Wateridge Village
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,HAMSA STREET,East Industrial
2017,SL,2.4,10.7,JU-ALUM,1,LED,101,GREENBANK ROAD,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Chapel Hill South
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Chapel Hill South
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,LILITH STREET,East Industrial
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Edwards - Carlsbad Springs
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,Hunt Club Upper - Blossom Park - Timbermill
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Wateridge Village
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,East Industrial
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,HAMSA STREET,East Industrial
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2018,PL,0.3,6.1,ALUMINUM,1,LED,27,CLARITY AVENUE,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2017,SL,2.4,9.8,ALUMINUM,1,LED,101,FOXFIELD DRIVE,Chapel Hill South
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,LILITH STREET,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Wateridge Village
2017,SL,2.4,9.1,HAMPTON,1,HPS,250,STRANDHERD DRIVE,Wateridge Village
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,East Industrial
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Wateridge Village
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,WATERLILLY WAY,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CHAKRA STREET,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,East Industrial
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Wateridge Village
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Chapel Hill South
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,HAMSA STREET,Edwards - Carlsbad Springs
2018,SL,2.4,10.6,ALUMINUM,1,LED,68,LOCKVALE ROAD,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Wateridge Village
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,East Industrial
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2018,SL,3,10.7,DAVIT-CONCRETE,1,LED,68,CHESTER CRESCENT,Chapel Hill South
2018,PL,0.3,6.1,ALUMINUM,1,LED,27,CLARITY AVENUE,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,LILITH STREET,Wateridge Village
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,East Industrial
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Edwards - Carlsbad Springs
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,WATERLILLY WAY,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,East Industrial
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CASHMERE TERRACE,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Pineview
2016,SL,2.4,9.8,JU-ALUM,1,LED,92,NAVAHO DRIVE,East Industrial
2016,SL,2.4,9.8,JU-ALUM,1,LED,92,NAVAHO DRIVE,Osgoode - Vernon
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Edwards - Carlsbad Springs
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Hawthorne Meadows - Sheffield Glen
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Hawthorne Meadows - Sheffield Glen
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,Edwards - Carlsbad Springs
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,East Industrial
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,East Industrial
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Beacon Hill South - Cardinal Heights
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Greenbelt
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Beacon Hill South - Cardinal Heights
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,Beacon Hill South - Cardinal Heights
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Riverside Park
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Beacon Hill South - Cardinal Heights
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Greely
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,HAMSA STREET,Beacon Hill South - Cardinal Heights
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Beacon Hill South - Cardinal Heights
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CASHMERE TERRACE,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,75,WATERCOLOURS WAY,Findlay Creek
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Findlay Creek
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,WATERLILLY WAY,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,Findlay Creek
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Findlay Creek
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Carson Grove - Carson Meadows
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,NAMASTE WALK,Carson Grove - Carson Meadows
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,LILITH STREET,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Findlay Creek
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Carson Grove - Carson Meadows
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CLARITY AVENUE,Findlay Creek
2017,SL,2.4,9.1,HAMPTON,1,HPS,200,STRANDHERD DRIVE,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CASHMERE TERRACE,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,HAMSA STREET,Carson Grove - Carson Meadows
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2016,SL,2.4,0,WOOD,1,LED,92,NAVAHO DRIVE,Findlay Creek
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Findlay Creek
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,WATERLILLY WAY,Carson Grove - Carson Meadows
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Carson Grove - Carson Meadows
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,NAMASTE WALK,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,75,APOLUNE STREET,Findlay Creek
2020,SL,3,11.2,ALUMINUM,1,LED,135,GREENBANK ROAD,Findlay Creek
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Carson Grove - Carson Meadows
2016,SL,2.4,9.8,ALUMINUM,1,LED,92,NAVAHO DRIVE,Carson Grove - Carson Meadows
2018,SL,1.4,9.8,ALUMINUM,1,LED,75,CHAPMAN MILLS DRIVE,Chapel Hill South
2018,SL,0.3,6.1,ALUMINUM,1,LED,40,CHAKRA STREET,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Chapel Hill South
2019,SL,0.3,0,WOOD,1,LED,46,BROADHEAD AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PUMPKINSEED CRESCENT,Findlay Creek
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Edwards - Carlsbad Springs
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,MERAK WAY,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,PUMPKINSEED CRESCENT,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,50,rue BURBOT STREET,Carson Grove - Carson Meadows
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,STRANDHERD DRIVE,Findlay Creek
2017,SL,2.4,0,WOOD,1,LED,136,STRANDHERD DRIVE,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Rothwell Heights - Beacon Hill North
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Carson Grove - Carson Meadows
