year,light_type,Bracket Length,Pole Height,Pole Type,light_number,Light Source,wattage,Street Name,neighbourhood
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,YOHO DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDGESTONE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CATAMOUNT COURT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,STEEPLE CHASE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,GRANITE COURT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,EMERALD MEADOWS DRIVE,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,LOYAL HILL CRESCENT,Bells Corners West
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,GRASSY PLAINS DRIVE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Riverside South - Leitrim
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Riverside Park
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,STONEMEADOW DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FLOWERTREE CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,LONG ACRES STREET,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,MEADOWBREEZE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUGAR PINE CRESCENT,Riverside Park
2017,SL,1.8,10.7,NEWPORT,1,LED,64,STONEMEADOW DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,DAVY STREET,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEMEADOW DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,92,ROMINA STREET,Riverside Park
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON  ROAD,Riverside Park
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON  ROAD,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,TULUM CRESCENT,Riverside Park
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OPUS STREET,Riverside South - Leitrim
2017,SL,1.8,10.7,NEWPORT,1,LED,64,OVERBERG WAY,Riverside Park
2017,SL,1.8,9.8,ALUMINUM,1,LED,135,EAGLESON  ROAD,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,1.8,9.8,ALUMINUM,1,LED,135,EAGLESON  ROAD,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDLEWOOD DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,2.4,0,WOOD,1,LED,135,EAGLESON ROAD,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,EQUESTRIAN DRIVE,Riverside Park
2017,SL,2.4,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,SHETLAND WAY,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HARRIER LANE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FOXHALL WAY,Riverside Park
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Riverside Park
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Old Ottawa East
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Vanier North
2017,SL,2.4,11.2,ALUMINIUM,1,LED,135,HOPE SIDE ROAD,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDGESTONE DRIVE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,MATTAWA CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FERNBROOK PLACE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Riverside South - Leitrim
2019,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,GRASSY PLAINS DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CATAMOUNT COURT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,92,STEEPLE CHASE DRIVE,Lindenlea - New Edinburgh
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,WINDGATE CRESCENT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BIRCHFIELD AVENUE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside South - Leitrim
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,NIGHTHAWK CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Old Ottawa East
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Old Ottawa East
2017,SL,1.8,10.7,NEWPORT,1,LED,64,STONEMEADOW DRIVE,Vanier North
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BURNSTEAD CRESCENT,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,LONG ACRES STREET,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Lindenlea - New Edinburgh
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OVERBERG WAY,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OPUS STREET,Old Ottawa East
2020,SL,1.8,10.7,JU-ALUM,1,LED,135,EAGLESON ROAD,Riverside Park
2020,SL,1.8,10.7,JU-ALUM,1,LED,135,EAGLESON ROAD,Old Ottawa East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Old Ottawa East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,STABLE WAY,Riverside South - Leitrim
2020,SL,1.8,10.7,JU-ALUM,1,LED,135,EAGLESON ROAD,Riverside Park
2020,SL,1.8,10.7,JU-ALUM,1,LED,135,EAGLESON ROAD,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Old Ottawa East
2017,SL,2.4,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDLEWOOD DRIVE,Vanier North
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,EQUESTRIAN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OVERBERG WAY,Old Ottawa East
2017,SL,1.8,10.7,NEWPORT,1,LED,64,OVERBERG WAY,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FORILLON CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FOXHALL WAY,Vanier North
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDGESTONE DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HARRIER LANE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,143,BRIDLE PARK DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,GRASSY PLAINS DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,EMERALD MEADOWS DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,ELK ISLAND COURT,Riverside South - Leitrim
2017,SL,2.4,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDGESTONE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,92,STEEPLE CHASE DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CATAMOUNT COURT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Riverside Park
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,GRASSY PLAINS DRIVE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,STONEMEADOW DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FARMFIELD CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,BUNTING LANE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,THUNDERBIRD CRESCENT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,DAVY STREET,Riverside Park
2017,SL,1.8,10.7,NEWPORT,1,LED,64,STONEMEADOW DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Riverside South - Leitrim
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,LONG ACRES STREET,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDLEWOOD DRIVE,Riverside Park
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,AMICI TERRACE,Riverside Park
2017,SL,2.4,0,WOOD,1,LED,135,EAGLESON ROAD,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,EQUESTRIAN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Riverside South - Leitrim
2017,SL,3,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Old Ottawa East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OVERBERG WAY,Riverside Park
2017,SL,2.4,0,WOOD,1,LED,135,EAGLESON ROAD,Old Ottawa East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,SPRINGWATER DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FORILLON CRESCENT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDGESTONE DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Riverside Park
2017,SL,2.4,11.2,ALUMINIUM,1,LED,135,HOPE SIDE ROAD,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,EMERALD MEADOWS DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CEDAR VALLEY  DRIVE,Metacalfe
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FOXHALL WAY,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HARRIER LANE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGHAVEN  CRESCENT,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDGESTONE DRIVE,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,RIVERGREEN CRESCENT,Riverside Park
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,143,BRIDLE PARK DRIVE,Vanier North
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,GRASSY PLAINS DRIVE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,STONEMEADOW DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,NIGHTHAWK CRESCENT,Riverside South - Leitrim
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,NIGHTHAWK CRESCENT,Riverside South - Leitrim
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,WINDFIELD CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,TANDALEE CRESCENT,Riverside Park
2019,SL,2.4,9.1,HAMPTON,1,LED,68,CROWNRIDGE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,TANDALEE CRESCENT,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FARMFIELD CRESCENT,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Hunt Club Woods - Quintarra - Revelstoke
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FLINTRIDGE CRESCENT,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,KINGBIRD COURT,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Old Ottawa East
2020,SL,2.4,11.3,HAMPTON,1,LED,108,CORKSTOWN ROAD,Riverside Park
2020,SL,2.4,9.8,ALUMINUM,1,LED,108,CORKSTOWN ROAD,Riverside Park
2020,SL,2.4,9.8,JU-ALUM,1,LED,108,CORKSTOWN ROAD,Riverside South - Leitrim
2020,SL,2.4,9.8,ALUMINUM,1,LED,108,CORKSTOWN ROAD,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUNNYRIDGE CRESCENT,Vanier North
2017,SL,1.8,9.1,HAMPTON,1,LED,64,DAVY STREET,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Hunt Club East - Western Community
2017,SL,1.8,10.7,NEWPORT,1,LED,64,STONEMEADOW DRIVE,Riverside Park
2017,SL,2.4,11.3,ALUMINUM,1,LED,135,MOODIE DRIVE,Riverside South - Leitrim
2017,SL,2.4,11.3,ALUMINUM,1,LED,135,MOODIE DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,GLEN MEADOWS CIRCLE,Vanier North
2017,SL,2.4,0,WOOD,1,LED,135,EAGLESON ROAD,Riverside South - Leitrim
2017,SL,1.8,10.7,NEWPORT,1,LED,64,OVERBERG WAY,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Riverside Park
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDLEWOOD DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,SPRINGWATER DRIVE,Old Ottawa East
2017,SL,3,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Riverside South - Leitrim
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,AMICI TERRACE,Hunt Club East - Western Community
2017,SL,2.4,0,WOOD,1,LED,135,EAGLESON ROAD,Vanier North
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,HUNTSMAN CRESCENT,Riverside Park
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Old Ottawa East
2017,SL,2.4,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,SPRINGWATER DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Vanier North
2017,SL,2.4,9.1,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Hunt Club East - Western Community
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FORILLON CRESCENT,Hunt Club East - Western Community
2017,SL,2.4,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CATAMOUNT COURT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Hunt Club East - Western Community
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Hunt Club East - Western Community
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,GRASSY PLAINS DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Riverside South - Leitrim
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Riverside South - Leitrim
2017,SL,2.4,11.2,ALUMINIUM,1,LED,135,HOPE SIDE ROAD,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FORILLON CRESCENT,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,EAGLEVIEW STREET,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,NEWPORT,1,LED,92,BRIDGESTONE DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CEDAR VALLEY  DRIVE,Hunt Club East - Western Community
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FOXHALL WAY,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,CROWNRIDGE DRIVE,Hunt Club East - Western Community
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Old Ottawa East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,MEADOWBREEZE DRIVE,Old Ottawa East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,TANDALEE CRESCENT,Riverside South - Leitrim
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FARMFIELD CRESCENT,Riverside Park
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,CROWNRIDGE DRIVE,Old Ottawa East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,NIGHTHAWK CRESCENT,Hunt Club East - Western Community
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,GRASSY PLAINS DRIVE,Hunt Club East - Western Community
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,THUNDERBIRD CRESCENT,Old Ottawa East
2020,SL,3,11.2,HAMPTON,1,LED,133,MOODIE DRIVE,Vanier North
2020,SL,2.4,10.7,JU-ALUM,1,LED,108,MOODIE DRIVE,Old Ottawa East
2020,SL,2.4,10.7,JU-ALUM,1,LED,108,MOODIE DRIVE,Old Ottawa East
2020,SL,3,11.2,ALUMINUM,1,LED,133,MOODIE DRIVE,Old Ottawa East
2020,SL,2.4,10.7,JU-ALUM,1,LED,108,MOODIE DRIVE,Riverside South - Leitrim
2020,SL,2.4,10.7,JU-ALUM,1,LED,108,MOODIE DRIVE,Riverside Park
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUNNYRIDGE CRESCENT,Riverside South - Leitrim
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Vanier North
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,GLENRILL PLACE,Riverside South - Leitrim
